Factor_1	Factor_2	Factor_3
-0.6504880410133604	-0.43713802197507506	0.4267440295150153
-0.3005876135233683	-0.4874631084561899	0.3844549021669595
0.06799082138034013	-0.547288354568149	0.36980660024137035
-0.20324535557403461	-0.5577695972011119	0.5114737914027315
-0.2340117120616376	-0.5384556424385067	0.5609565115127829
-0.32591001441643075	-0.6290859823573643	0.7283847789909681
-1.0809172752556528	-0.3937553914021092	0.007198424208293113
-0.6957191545914455	-0.5138048618517679	0.04303059841792279
-1.0383951392484154	-0.51671078975422	0.3735928526563615
-0.8861506363850501	-0.5705375667705113	0.4510453804142607
-0.37968183958639784	-0.8968910914901314	0.3211937393600226
-0.32194079323305125	-0.826345931505868	-0.020860354172147152
-0.2884478234505458	-1.013258962714835	0.6956845090671483
-0.1508750397027063	-1.0032707365414157	0.37202826662378014
0.13138725920018127	-0.8127892393822461	-0.6648731462766251
-0.0947432661430385	-0.7365567810050447	-0.6406951392647355
0.06869509127825153	-0.9369439278019912	-0.07940761264937585
0.13883728333283885	-0.9610097552292933	-0.11547745935923187
-0.29385821276311525	-0.4961750583614175	-0.06126695274005447
-0.5326127384943085	-0.5007422645189004	0.1124097473369093
-0.010406043482589892	-0.6234345656217847	0.09441207598107418
-0.2552199063125226	-0.7324394678155743	-0.19944993799198993
0.0015035058297373995	-1.0256015843831703	0.3046042184145475
-0.18570004615641064	-0.49046276604419986	-1.36183791867807
-0.550314699881676	-0.4568242193965152	-1.0875378402318927
-0.23251179737749336	-0.6533753358751141	-0.771752472805044
0.23135194237908563	-0.5097132445166543	0.1565043835711869
0.1136167752924957	-0.46968338239764956	0.08559876960409896
-0.09496992211491304	0.4908391497310881	0.1150596058616649
0.41178590370966933	-0.708159638876875	0.7064652676635723
0.45850124102443784	-0.704093711270786	0.613642084681928
0.6458709399937774	-0.83746197065627	0.954301538275502
0.6159978990802003	-0.8413341652407129	1.0688468198972654
0.47150235738420215	-0.7009457078070742	0.6960848359734889
0.5009433533493887	-0.6426827508845253	0.36901958558933123
0.4840277824605606	-0.6902376140462319	0.6899190794769176
0.07706490785201849	-0.6122482920245848	0.7522227476495926
0.41518631018326163	-0.40277123405103177	-0.41814668308005815
0.7110280175650912	-0.6841240827877341	0.3304233014599202
0.7051419982178143	-0.6418132093591332	0.23991097139367448
0.5306802574852814	-0.5240386783413598	-0.11526946603048888
0.5772630943009702	-0.49184518254629783	0.2788217522449118
0.3878643877046835	-0.5312489897984684	0.07324073296277701
0.47545238131546236	-0.5944587172743223	0.09422836168056413
0.42306347267101496	-0.45059417649815997	0.34666175505839303
0.3698142360762547	-0.6389712211691091	0.47801465433337326
1.0264831490643629	-1.1267474649213636	0.5936342389616508
1.1443213390505003	-1.0840558667728377	0.4334483896977931
1.292965795461246	-1.1347014285791837	0.5644825439386927
1.4423793254988206	-1.1788091482823349	0.884980489666243
1.3359832749942517	-1.1690818807339516	0.5981509172078773
1.2293819222295548	-1.1271104418597389	0.4454728376184381
1.479811839465388	-1.2089224157695577	1.1106206521141846
1.1886575894265505	-0.7128327961260212	1.0128650781668895
1.1306562263106976	-0.5170195456206624	0.406072888026444
1.1657679375732015	-0.718812489660316	1.1172925238213776
1.0507584100720886	-0.48479546478810015	0.30392515250019947
1.0144669700979465	-0.4883159984823368	0.40332768176797734
0.9858032929382707	-0.4549420464933615	0.3215996067800654
1.0475946544048436	-0.6373464368126106	0.8866008350915064
0.9494512953978647	-0.21939981448030596	0.8826713057847523
1.1060210176427223	-0.5263219527467651	0.5542834546004853
1.0959781636744137	-0.581939410542517	0.8279801683063028
1.105671669756973	-0.4948527475864356	0.3612521392432809
1.2629487546714315	-0.6912743468428492	1.0290834600701846
1.200369675007772	-0.6011873908129318	0.7151006543266669
1.228242355358685	-0.5888069636902601	0.9080071801469808
1.5307066681915724	-0.9543291524312861	2.1012383622117263
2.8043009347328596	-0.8899190619279836	-1.5400913797319722
1.928002531722739	-0.6621750159433565	0.0016193159526115323
2.022580935872373	-0.8801459070601032	0.5219306343281033
1.6179464718201855	0.2190818615437032	-0.6360911183413258
1.5087774704048014	0.12905429404877186	-0.6740812444170986
1.9879366297456584	-0.8653132853670596	0.523984443479928
1.8773535077480041	-0.663825363769548	0.26860253098638015
1.7535544797058435	-0.4892859278848107	-0.2913536552298275
1.672399131879368	-0.4275023533149216	-0.9239624135466934
1.7155784610617113	-0.5331217785992978	-0.4688790497794815
2.4669594865824997	-0.8066141163538831	-1.7835652345130686
1.5852473383650192	-0.15586423921837345	-0.6668771647428328
2.430503826329574	-0.43228968052947253	-2.5241212012226417
1.9555784519138428	0.483636421789607	-2.7209639539445476
1.334848544986896	0.3361745932069854	-0.4738788520499194
0.9732528720110284	-0.2614774114640963	-1.5392160617363873
1.0991127028212095	-0.48796959821254476	-0.8573062534569903
1.553597316436426	-0.27348997674780784	-1.4580152578756713
1.8170944955719202	-0.5416729904742387	-2.611895464720827
0.8248207328123763	-0.10668010248169915	-2.005540251182033
1.716101141707556	-0.2487310006038661	-3.828800376550556
1.6296978909501152	-0.08824322042003083	-4.174806442893197
1.0544865964495926	-0.642433798247941	-0.4025005154250703
0.8236361091367764	-0.015119147785124512	-0.8068767561860318
0.8367664649328524	0.036889431150842374	-2.2708004868859057
0.7227999863984025	-0.052816586828276904	-0.5167812668938807
0.9607169272468153	-0.18850999439104382	-0.8880901041641508
0.9669847907415243	-0.26738005881587545	-0.8960113773486598
0.9945138047451971	-0.34254724932607444	-0.4182194065175557
1.0507864704993486	-0.48688951199926794	-0.4697862492041739
0.5428762713697357	-1.103351183429393	0.39425721391691554
0.3489105946417441	-0.8276643846767994	-0.41261245575080396
0.24712823828125108	-0.9427295446105256	0.064524904873735
-0.26799815045872105	-0.6318804443893045	-0.4575978861576807
-0.08127156037006847	-0.8315381100999176	0.09018587919668497
0.13167544867865633	-0.8074961740866883	-0.35927578564343804
0.14955483394582847	-0.6518358914149783	-0.7694369403057624
-0.06449927662827057	-0.8698564984739027	-0.618893886441232
0.14677272246884795	-0.713728885423494	-1.182802383256098
0.13060548549580578	-1.1372285691326387	0.12451188188360378
0.25427383307409107	-0.8903930410751151	-0.869296359461575
0.3331169662080021	-1.0749996697906636	-0.4032945817541606
0.43813919426690123	-1.3436741289189242	0.6223675939034637
0.13477041558486036	-1.1177028939549443	0.27248442463201195
-0.24742316081820437	-0.5936911312242578	-1.2245184822831232
-1.0068028880294093	-0.002213856440941603	-0.9207510101733996
-1.2482299784706283	0.026675202007017017	-0.7519711487020431
-1.1795997510738676	0.12824380193307752	-1.1973860509280467
-1.611784241408425	0.2104446343729717	-0.8664891936215408
-1.4929916332371926	0.08863386682461646	-0.7440026027535909
-1.5963329640482287	0.22850894955438453	-1.1165022193294527
-1.8326735442734534	-0.13574498987272252	-0.6471416645958884
-1.760364035254415	-0.15246745065267142	-0.5704263928711435
-1.9405014574665163	0.3997705872761097	-1.9590322420431348
-2.035220310701725	0.28855118515709544	-1.6717612107111826
-1.995721569988002	0.35918118101943064	-1.4216443735401474
-1.9684232783839029	0.28063398644338033	-1.5864706881688861
-2.5963496072117196	0.6005750501564826	-0.6249998548519282
-2.6415690834406393	0.692000591342346	-0.7531388894444285
-1.7886913079284807	0.017237654690182642	-0.46421617068692245
-2.1839828142847053	0.4906275499233376	-1.6081833918265958
-1.9941754576261637	0.48330071345684356	-1.9548714070445967
-2.0367129855724597	0.5482829887627793	-2.1190584894826956
-0.2647844077230842	-0.8560548032264882	0.7160098033010641
-0.07139353927736758	-0.7850062738055317	0.3373255232467048
0.25019057360069613	-0.9950403200135868	0.9263788521870553
0.9004711656859159	-1.02532253504186	-0.9752121588585956
1.5246306756804902	-1.408055502639428	-0.27762576431936126
1.3219297051725003	-1.18937069788828	-0.9190149127156523
1.4482347202785113	-1.3692273236930286	-0.2704740483883549
0.9793123816174983	-1.133286879386487	-0.7541405104269713
-0.24455096447829022	-0.6986118930730637	0.26761713344236704
-0.12826982504419582	-0.8764120105396187	1.7173212018204072
-0.1204148697888298	-0.8015571638593277	0.38814782583858465
1.2807075620065012	-1.0635996649359218	-1.4221294276284142
0.5634876668949738	-0.7193908387788756	-0.5808949617852666
1.7264671670739125	-1.1683724587400235	-1.4339320878825625
1.5160016704875408	-0.9945976027990273	-1.9784345565654204
1.13828949190633	-0.6840832038265828	-2.24559916712409
1.3589422450643676	-0.9671982743269812	-1.2335089615919748
0.9826586325858097	-0.656769749509551	-2.1244509718368043
0.17419317779499813	-0.5745949377607924	-0.42471271555023493
-0.0020621895790981647	-0.06980520383817335	-1.7800277388279488
0.0014552460301685897	0.06529288595771555	-2.1143096800064916
0.042514766916283885	-0.14719563934548513	-1.6521996884460322
0.07527751352769217	-0.3390971338753766	-0.8881545115686693
-0.6156158261812916	-0.05423345324659074	-1.1510268662731626
-0.4750844959274575	-0.3880747304360214	-0.34034700609834895
0.076353271804208	-0.673876376143455	0.24180764032532673
-0.04563616204868177	-0.2595656201876084	-1.0653134678533343
-0.20147977568470352	-0.0028443974957065095	-1.813869607865892
-0.18315080388811658	-0.017039549195756447	-1.7046686101336141
0.7772468037665335	-0.5615844069615621	-2.048344465333651
0.0035994484054414698	-0.6271212926848053	0.1507831572054282
0.8695456825560519	-0.7011477873978351	-1.893774994811925
-0.13915699141341994	-0.29455834220933697	-0.985833129931534
-1.3403848099639766	-0.2062046687235237	-0.15727567774184167
-1.1060635509760677	-0.2449387487647537	-0.2796970703975805
-0.9757025160866036	-0.22914932858704246	-0.3649149170689258
-0.7849504281054875	-0.4966886043183462	0.2278121553649874
-1.0622549855486247	-0.29970840673707855	0.05923938095950958
-1.5702181910164572	-0.16558389461899597	-0.047754439064756196
-0.8451361923069155	-0.5131441764512614	1.1322799761213085
-0.810053235045491	-0.5769531357496868	1.3761899252846268
-1.322445253999224	-0.31021979657611476	0.7843979795250248
-0.9122870121539662	-0.34186587130179125	0.5866978635314174
-1.1971779339876039	-0.21179241763870596	0.486785972172102
-1.5368327946746358	-0.10950477579156127	0.2843586906602067
-1.5061143252785794	-0.18119703468847237	0.41440703330107487
-1.5965433017996353	-0.10748224002922319	0.3603162433204317
-1.8512181938975407	0.040198308927964284	0.10123184878455653
-1.9398360371504417	0.37792032614039384	-0.8435207885803309
-2.246712197761752	-0.02985123257296061	0.1250562348846077
-2.3134326653689796	-0.08452990713088687	0.43382750541512144
-2.110104728990506	0.36770674734570286	-1.342545005103414
0.3245717921651087	0.028127289467882195	-3.1990255081629395
0.5810682560763635	-0.3744606229519598	-2.1402062687803447
0.6088357458116086	-0.5367305342087376	-1.7982956017749996
0.425926833453568	-0.4086929336734336	-1.8997495622693723
0.4325674241217466	-0.31190422443797394	-2.241589549568895
0.3375094072842872	-0.05569395256564255	-2.9288765723494117
0.5580063057549296	-0.4020485432487848	-1.9701794316860555
0.5187507141280671	-0.4112904319608743	-2.0037534399947483
0.41071301780085173	-0.8243888446698902	-0.6210041211766401
0.5155580510610476	-0.4502095559439189	-1.5868808023824734
-0.018444083234767022	-0.05425799499246204	-2.6301465954844665
-0.1896547362305779	-0.24811145301843074	-2.102201129094302
0.6239266057671761	-1.0779862753022684	-0.9777257914102283
-0.4807894928404317	-0.8439889202323929	0.7358569817641781
-0.8280558315904605	-0.6825511004395068	0.30744606682055226
-0.3668498257496008	-0.7080930039951857	-0.03544171008473914
0.2252229732567594	-0.5100329712873998	-2.467919812045838
-0.16029623447399108	-0.47356187344672834	-2.1095574101279895
-0.947513515653371	-0.2856784642774367	-0.6185055197675156
-0.12529155335947323	-0.3348091763362783	-2.394629827102669
-0.3191850510206668	-0.4159951129301595	-2.067542691091828
-0.9478261623572448	-0.386275018035782	-0.1694100618220493
-0.7419895489080047	-0.5408703190027787	-0.899593101013359
-0.6236682260089791	-0.2886351875059232	-1.740025470085266
-0.8677923697708155	-0.4739209626973565	-0.9613075155644069
-0.0021852952731494474	-0.4295912462019885	-3.1655102241292687
-1.2660740491753377	0.11705106120626224	-3.6871210344439596
-2.2506325479548783	0.2570485400477611	-0.8926074931310449
-1.6745807910971253	-0.27707420440165237	-0.28622466846461037
-2.3129463388856855	0.018345708673160065	0.5500332674957188
-1.630997040483296	-0.15283969029685596	0.058222520416675146
-1.4976550610114907	-0.1579112826123809	-0.045859742696158244
-1.7464828089898112	0.04376369665761362	-0.11249710522161882
-1.8591228451156074	0.13269706641426102	-0.34620956742382697
-1.8839539783599992	0.21490099591982167	-0.5466297290042387
-1.8650313975924564	0.07242739526811592	-0.11381994194985459
-0.4991299243336345	-0.7466229922636142	0.17792815217926694
-0.2372113049246644	-0.8432016191289751	0.25781318284063953
-0.5165149920772262	-0.599808516918441	-0.31494176545640834
-0.30479714526163376	-0.676309294138884	-0.24414408336253596
-0.11063352936807394	-0.9444213138265692	0.6266885463668936
-2.156465875086905	0.25237092697637575	-0.47155835291030596
-2.3122651409865806	0.4615584382419462	-0.9539537188705689
-1.8968529761243795	0.2544799938041322	-0.8773583260803252
-1.0089142702932437	-0.1757644099478161	-0.34278507432188365
-1.23873842939144	-0.10412606192436845	-0.2480779071135729
-1.32646500142741	0.027551441793599075	-0.7344049442338513
-0.9325302909152667	-0.1939321838101765	-0.6404690271178699
-0.6035809088965298	-0.4295123473127121	-0.21317241781508423
-0.5314917144858969	-0.24176923752022367	-0.9478021025994902
-0.494559455132659	-0.4027574793935964	-0.48157095336840744
0.3216081208686407	-0.6898916532883101	-0.3914555703381776
0.42186205919356184	-0.8935423843377515	0.2929370969411834
0.14946679919267475	-0.8638747724755044	1.1527094332371002
0.18576601205308038	-0.7741951122283811	0.07783175261760591
0.6079933037458695	-0.9275484189089312	0.25912356007550724
0.40489960302186273	-0.8062429856616289	-0.007127208781544485
0.39474881602773343	-0.734312225363526	-0.16386768693099776
0.3625555631346925	-0.9639745286804857	0.6006171889150508
0.4661719790536534	-0.9226757280239779	0.6797429487777068
0.34276156059977547	-0.946578519373444	0.7317696118208888
0.2399804244814489	-0.7426199761398303	0.06645912568865911
0.14964165210756772	-0.7994012954723441	0.4091888326076984
-0.26640351593226635	-0.6932148186721295	0.3094100700768757
-0.2472182047722543	-0.7101049690260295	0.32771423662524213
-0.2768425887346504	-0.7874711032215727	0.6285972084361138
0.02972041981003978	-0.9378282949569089	0.9397866798706088
-0.4228723491700561	-0.6529453317298156	0.32775394135364516
-0.77557820065202	-0.5648899197764116	0.4017639290406184
-0.6134170565640574	-0.64274110631198	0.4873764453816193
-0.3679661751581266	-0.7715472590056043	0.8523937596334071
-0.6722665352677204	-0.5745950988860994	0.4797119727676934
-0.837579634780912	-0.3877368646193355	0.06370313077275255
-0.7524784305352703	-0.4474641313359464	0.2605105714942518
-1.1136344635424222	-0.6466005919500104	0.6932518369128086
-1.2899653968644438	-0.41608721359203293	0.2739819947356227
-0.6824833063515351	-0.7332891016977676	0.5906609937423216
-0.6649976643460227	-0.7397609585337328	0.6326967747897356
-0.5904098792455996	-0.8482054100285421	0.8635989978456273
-0.3391250969705373	-0.9466637739117685	0.9623070017060423
-0.258749930364777	-0.9583683749335948	0.9558942316277544
-0.40275738878172324	-0.8730502712405567	0.7735107699001365
-0.30274710357740137	-0.9196459409853752	0.8485218115413415
-0.18147959588858398	-0.9529233761200906	0.8045458105871224
-1.2392393512395738	-0.2934046487769736	-0.9747937416197809
-0.4151677250156183	-0.5841661473733214	-0.3156621525195426
-1.199173183607551	0.053404993011603195	-0.41112338150130157
-1.6281284323913507	0.2264726932705728	-0.5051348432038056
-0.8466394753371507	-0.7129850921160624	0.9011898707579772
-0.8018466548914358	-0.6903106233768026	1.0331011092807896
-2.315850782009891	0.34744043415272813	-0.02994832855962928
-2.208770443202123	0.18777215658584195	-0.2962774912008337
-1.8302917076671321	-0.12700723839878422	0.17308016644243757
-1.6863414612695928	-0.3000392634334987	0.4803197893563795
-2.3800096890518847	0.3167689566611253	0.19766070198274438
-2.428719414955318	0.07785149408384359	0.8618631442637283
-2.8369069082772764	0.26637430052614686	-0.1885308075339315
-2.6953260935027044	0.12195184537845027	1.5880602192102518
-2.783027280731086	0.2403225272793366	1.299133011798714
1.6567694065533711	0.9046222162117535	-1.4298042143251524
1.5770126619877722	0.753904150907855	-1.6586563047997422
1.4592228006079038	0.7457599170572468	-1.4872945119662628
0.6524920575157145	0.8931447777367811	0.1528180764263155
0.6036670835839147	1.0444998522062194	-0.2693628788360761
0.7357043202864672	1.0195405336976953	0.02530139173957407
0.8806920157531657	0.6599664189233929	0.526445643932139
1.650258026274566	0.7183772700171882	-1.2486936089897667
1.1380371372775853	1.5528480282137405	-3.6795116083123824
0.8450473076154951	0.2715539531274304	1.7569483857756572
0.7860975820919465	0.7330918388571531	0.9498235978524566
0.4279469424368423	1.366675916832803	1.611854313126352
0.6957982449389294	0.5518020547417272	0.6551791742552243
1.345926761875401	0.8954257885749528	-2.164804756617595
1.3424932901925177	0.9637919164029177	-2.434229677175696
0.6029967314777197	1.0723482697474747	-0.04808292293711139
1.428167630127398	0.8690337379140013	-1.4530893389877462
1.105986453817116	0.5833658625185758	1.8138886834740924
1.0957919519862536	0.6357910545862033	2.483096682399874
0.45606587694834266	1.6851764739462483	-0.7165325560299178
0.6145827632139683	1.4192060358625278	0.11457567140311277
0.7631159559499382	1.130620276250376	-0.044764732814921236
0.5727331576676865	1.5399757168190462	0.34634815597136287
0.6903714690931295	1.2839597539904475	0.3809202602953446
-0.6835451881436275	4.245733591036693	-0.35428943976267135
0.6641602079425202	1.2955042825162721	0.13696423978520583
0.9457135053087226	0.7570816561348298	0.9369752584070253
0.9851373237148422	0.7018675735782544	0.9813361530379453
0.7425942942991177	1.2133285256744126	1.952339609786504
0.9346361526232918	0.9476618066184023	1.378832121060909
0.8451589115969365	1.0685250082559654	1.7336432808513822
0.7831788784023214	1.1082870040722732	1.6524589767270403
0.9723526404731012	0.8224652645463411	1.6470674185577736
0.9109697682703938	0.6931895034422334	0.9574820728012328
0.8077691662008883	0.7711989336319632	0.6034172609093229
0.6338137218519517	0.8897035761894204	0.46487486036601594
0.9215797891280317	0.7100329503601124	1.398665116587997
0.680839017765368	0.9747498238345744	0.1954900775636964
0.6656999777395769	1.059072197469632	0.45131108224814837
0.7413172132275777	1.048932416008453	0.03586796173555858
0.8083305291116918	0.9007833304205946	0.1781345763575119
0.871456569139125	0.7870730429934456	0.6615837102975157
0.5580706079974066	1.816986358609986	1.2331466145699688
0.6932235835948437	1.0957167715091278	0.9550900887892788
0.6703623756868634	1.475762285673214	0.7208884295516388
0.7395182657792461	1.1882874721558854	0.23230534777750164
0.7744542319370707	1.1002260734795375	0.17634825996842513
0.5893456609074393	1.326797680941355	0.9507197640365175
0.213779770426441	2.2410077642663064	1.046856133242771
-0.05231559929361872	3.08525425124557	0.74877886983265
0.8202772191216918	0.868607855929817	1.9352293069553825
0.6322852962957862	1.1263282412062892	0.4314660293437265
0.708692574188817	0.9350521078217476	1.0278608746581004
0.24168255636715233	2.03803682368224	-0.2515078385850866
-0.6164282640994959	3.777608928563057	-0.0013800147833317841
0.08346577502669819	2.4568998926945964	-0.1852079233521298
0.33380850813046026	2.0346158856223324	1.7689057760263371
0.18399309238851247	1.997047296307381	1.0248646458792272
0.16537827937243482	2.8690803259470683	1.8695635612927026
0.22709259978690996	2.5881893223646832	0.17622166636288136
0.1822693936835553	2.4626059979071666	-0.16976486157312076
0.2193559219085169	2.259335685003447	1.0190303950022652
-0.7620583524556745	4.6485106338151745	0.16133090708451342
0.09544874092695928	2.483770093514592	-0.29337636897853236
0.6220055010856579	1.3935748090469833	-0.09116084644311108
0.6874618456691745	1.1278655357884644	0.24889539910424507
0.3103132474305327	1.293663376626218	0.5762640553996828
0.05107508634936171	2.1883438085336704	0.3298626486339833
-0.2030394141138345	2.1450883452760285	0.5812818028850179
0.17273931382570953	2.4494801471676806	0.40119083738665984
-0.369893000221336	2.3124971496505773	0.3743400499919371
-0.4758734648174583	3.4114013289607565	-0.1419771163609443
0.20016618625892263	1.9562255519779985	0.22277259730713558
0.29868569817064966	2.1569839933358104	0.09421627328410098
-0.004775248571991282	2.04340414605105	0.05351151857348771
0.02344813367467233	2.2208865341386916	-0.25098199719460845
-0.15635316816425665	1.9896220335718109	-0.14810121550057984
0.2500008999106377	1.9675004432947585	-0.1879963118490436
0.20036930991637003	2.206591954032345	-0.09425338559791141
0.3790899307531587	2.166804254943948	-0.1328108360359296
0.16971359592213212	2.5477095024978222	-0.28451830058654537
0.3407193523645114	2.4996245969675774	0.20427162080312816
0.454321478671304	2.172308555391907	0.7260831970042385
0.9059074633644788	0.8316218989390648	0.8310066892870587
0.6423698670882425	1.3968454602438882	0.6568314059048409
0.7744186617458101	1.112984608314601	0.1367998404376234
0.8691042631856898	0.8757082458221985	0.1653131042067882
0.7946576054206594	1.1363121196749049	0.04049556044513848
0.649170794122804	1.5526098053424804	0.5488863842228858
0.3425991708934353	2.3221645586550257	-0.05444052666372223
0.7166731211174826	1.2044170110622974	0.0636718447668339
0.726107390573926	1.0850202633068045	0.1506515106432216
0.7377264793538804	0.9917054526946013	0.29964269236356555
0.6455539624527517	1.299457997445079	0.08504628185255567
0.13071460230990903	2.4249905913133487	-0.47866317903758065
0.6834414291068058	1.1224555269872007	-0.08527257141855604
0.6912027898856211	0.9231956741647536	0.2073383442710342
0.5850586771625347	1.3714720241293676	-0.6395487109059481
0.10182528996212378	2.4993631243371666	-0.40547033057555343
0.18488399115172813	2.1272806639607933	-0.2151818386933421
0.18553021549709786	2.1035685843192695	0.18628536908718163
-0.0037841579470625575	2.281864571731752	0.16781070486796054
0.35107332016230447	1.4441444590800625	0.11408994069050055
0.5476958927295805	0.9226063758225826	0.32780530566137345
0.42983694099170533	1.4830491288434438	-0.21661559555520862
0.6239091602201903	0.8931913505399645	0.0851973007616107
0.5049925917579087	0.9901489425037697	0.1351996885500706
0.5085980960055679	1.024551523451914	-0.16167300935310097
0.18346096025213332	1.0267784502209565	0.32498697519008546
0.049867468030498956	0.9729163659338426	0.6921364948455623
0.02234394145358593	2.0170472988484254	0.24764996467702044
0.48185213530858817	0.9184672770736368	0.6809882538145221
0.032691050770996835	1.2698024284207032	0.7490747730989645
-0.03766345461965908	1.0630362179577169	0.8466718244715442
0.3192625948568456	0.7913288242938911	0.5097214942615736
0.24485441130454708	0.7794620716540406	0.3804960401618243
0.21203110018871596	0.8757437047080449	0.25714454676749793
0.12642331567051454	1.1708793682915333	-0.30032703107828435
0.4842023837413492	0.8309148317117657	0.9912500081018328
0.5048570172162363	1.1111292516035858	0.6063129773454841
0.5615396280319136	0.8715916437670019	0.2428478047358887
0.5753892371952486	1.0486827959751939	1.255128121623155
0.5169001154190197	1.0416128985251283	0.3988981292400237
0.3349710658211085	1.234592909117951	0.19795624846465334
-0.10287535196589591	0.9224610236466418	0.39538769971944654
-0.07760137549782371	1.061034979290001	-0.1261311749431959
-0.10175875648415555	1.1418970861812612	-0.37855012864140547
-0.34479096999463865	0.7579797767974146	0.8546137599693004
-0.1844335252958253	0.8481665859167158	0.7686201501949105
-0.195096659253787	0.9547288640023389	0.3498946172979613
0.1761000364979245	0.8696744292802704	0.541005791968718
-0.04336296901662305	0.8613809115361459	0.6140212137173795
1.224144548947391	-0.28282143850704367	1.0408173236418419
1.2954587534848694	-0.15707890404631966	1.2173649207996424
1.3483129339669335	-0.18046996646780475	1.642501344470103
1.2243364076530912	-0.13150342243926258	0.6353859366419933
0.995474447874451	-0.09431396024521617	0.5326865854324295
0.3374146314412258	-0.6861804310288615	0.6581220618134538
0.22700104906111865	-0.6001739869158367	0.590790196853738
0.1079951322383365	-0.6393589784243449	0.9926297227229552
